"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"	"processed_transcript"	"misc_RNA"	"transcribed_unprocessed_pseudogene"	"TEC"	"transcribed_unitary_pseudogene"	"unprocessed_pseudogene"
"gen10705 "	" SRP14 "	3449	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10707 "	" CDAN1 "	13584	" protein_coding "	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10709 "	" VIPAS39 "	31277	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10711 "	" BATF "	24590	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10713 "	" ATP5MPL "	15981	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10715 "	" GALK2 "	212213	" protein_coding "	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10717 "	" ACTC1 "	8043	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10719 "	" UBR1 "	163216	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10721 "	" TTC8 "	56925	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10723 "	" TTC7B "	291915	" protein_coding "	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10725 "	" CPSF2 "	50208	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10727 "	" IFI27L1 "	22564	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10729 "	" CLMN "	137966	" protein_coding "	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10730 "	" SPRED1 "	104923	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10732 "	" RPUSD2 "	5643	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10734 "	" SPINT1 "	14189	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10735 "	" FBN1 "	237543	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10737 "	" TRMT61A "	7889	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10739 "	" COPS2 "	49593	" protein_coding "	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10741 "	" PRTG "	131544	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10743 "	" B2M "	7400	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10745 "	" CATSPER2 "	39615	" protein_coding "	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10747 "	" MTMR10 "	52666	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10749 "	" SCG5 "	55422	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10751 "	" CCNDBP1 "	12058	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10753 "	" MAP1A "	20662	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10755 "	" DEGS2 "	16206	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10757 "	" ADAL "	23898	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10759 "	" CHST14 "	3573	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10761 "	" OTUD7A "	395391	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10763 "	" NIPA1 "	56728	" protein_coding "	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10765 "	" FOS "	3456	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10767 "	" PYGO1 "	50057	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10769 "	" SPATA5L1 "	19088	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10770 "	" GATM "	41203	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10772 "	" MGA "	151857	" protein_coding "	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10774 "	" CHRNA7 "	249580	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10776 "	" SYNE3 "	68570	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10778 "	" WDR25 "	153885	" protein_coding "	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10780 "	" HMGN2P46 "	75154	" transcribed_processed_pseudogene "	3	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10782 "	" EIF3J-AS1 "	9666	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10784 "	" HERC2P3 "	126685	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10786 "	" RFX7 "	155986	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10788 "	" HHIPL1 "	35459	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10790 "	" GLRX5 "	11221	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10792 "	" CRIP2 "	7208	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10794 "	" GPR132 "	16056	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10796 "	" TNFAIP8L3 "	48678	" protein_coding "	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10798 "	" NUDT14 "	8385	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10800 "	" BTBD6 "	2603	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10802 "	" TMEM121 "	3599	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10804 "	" BRF1 "	106303	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10806 "	" ADSSL1 "	23139	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10808 "	" TNFAIP2 "	13997	" protein_coding "	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10810 "	" AHNAK2 "	41113	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10812 "	" C15orf41 "	230637	" protein_coding "	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10814 "	" GLDN "	66384	" protein_coding "	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10816 "	" ARHGAP11B "	114276	" processed_transcript "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10818 "	" CCDC9B "	9515	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10820 "	" EVL "	172787	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10822 "	" DYNC1H1 "	91933	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10824 "	" SERPINA1 "	13946	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10826 "	" MYO5A "	221767	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10828 "	" CALM1 "	11759	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10830 "	" CDC42BPB "	125083	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10832 "	" RYR3 "	555176	" protein_coding "	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10834 "	" INF2 "	32929	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10836 "	" CCDC85C "	103846	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10838 "	" RPS3AP47 "	791	" processed_pseudogene "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10840 "	" HERC2P9 "	95772	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10842 "	" DIO2 "	190230	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10844 "	" IGHG4 "	5560	" IG_C_gene "	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10846 "	" IGHA1 "	4670	" IG_C_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10848 "	" IGHG3 "	6902	" IG_C_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10850 "	" RNU6-244P "	103	" snRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10852 "	" MEG3 "	81621	" lincRNA "	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10854 "	" MIR1282 "	100	" miRNA "	4	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10856 "	" SNHG14 "	440879	" processed_transcript "	4	0	1	0	0	3	0	4	0	0	0	0	0	0	84	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10858 "	" TEX22 "	51527	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10860 "	" PATL2 "	45584	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10862 "	" RPL3P4 "	422	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10864 "	" HMGN2P5 "	272	" processed_pseudogene "	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10866 "	" LINC01852 "	3478	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10868 "	" RPS20P33 "	353	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10870 "	" GABPB1-AS1 "	17243	" antisense "	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10872 "	" LINC01550 "	52514	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10874 "	" OIP5-AS1 "	25747	" processed_transcript "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10876 "	" WHAMMP2 "	21621	" transcribed_unprocessed_pseudogene "	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10878 "	" FMN1 "	429188	" protein_coding "	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10880 "	" SCARNA13 "	274	" scaRNA "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10882 "	" APOPT1 "	44561	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10884 "	" RPL41P2 "	408	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10886 "	" VASH1-AS1 "	4991	" lincRNA "	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10888 "	" LINC00638 "	2517	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10890 "	" BMS1P15 "	7050	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10892 "	" FOXN3-AS1 "	2439	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10894 "	" INAFM2 "	3051	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10896 "	" LINC02352 "	8425	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10898 "	" INO80-AS1 "	11086	" antisense "	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10900 "	" EHD4-AS1 "	7466	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10902 "	" ULK4P2 "	27909	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10904 "	" CCPG1 "	68478	" protein_coding "	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10906 "	" PDCD6IPP2 "	69343	" transcribed_unprocessed_pseudogene "	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10908 "	" DNAAF4-CCPG1 "	143112	" processed_transcript "	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10910 "	" SOX8 "	5171	" protein_coding "	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10912 "	" RHBDF1 "	18296	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10914 "	" BAIAP3 "	15840	" protein_coding "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10916 "	" PIGQ "	17141	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10918 "	" PKD1 "	47188	" protein_coding "	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10920 "	" PIAS1 "	144424	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10922 "	" PSMA4 "	12014	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10924 "	" HAGH "	31574	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10926 "	" SLC9A3R2 "	13670	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10928 "	" MYO9A "	296288	" protein_coding "	2	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10930 "	" STOML1 "	15699	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10932 "	" MEF2A "	151049	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10934 "	" PDE8A "	158705	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10936 "	" CA12 "	60783	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10938 "	" SLC24A1 "	49629	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10940 "	" TIPIN "	50540	" protein_coding "	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10942 "	" MRPL28 "	3143	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10944 "	" PDCD7 "	16457	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10946 "	" RAB11FIP3 "	97392	" protein_coding "	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10948 "	" NUBP2 "	6290	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10950 "	" TELO2 "	17113	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10952 "	" AXIN1 "	65233	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10954 "	" MPG "	8846	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10955 "	" TSC2 "	42022	" protein_coding "	2	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10957 "	" LMF1 "	127684	" protein_coding "	1	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10959 "	" CLCN7 "	30646	" protein_coding "	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10961 "	" FAM173A "	2020	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10963 "	" STUB1 "	2646	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10965 "	" UBE2I "	18138	" protein_coding "	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10967 "	" AQP9 "	47742	" protein_coding "	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10969 "	" LACTB "	20261	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10971 "	" CSK "	21141	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10972 "	" HERC1 "	225324	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10974 "	" MTFMT "	28127	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10976 "	" AP3B2 "	50633	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10978 "	" RAB11A "	165937	" protein_coding "	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10980 "	" TTC23 "	114900	" protein_coding "	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10982 "	" FAH "	34456	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10984 "	" HOMER2 "	149207	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10986 "	" MESD "	43589	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10988 "	" GFER "	3542	" protein_coding "	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10990 "	" WDR24 "	5822	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10992 "	" ICE2 "	59551	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10994 "	" MINDY2 "	90708	" protein_coding "	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10995 "	" CLN6 "	50219	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10997 "	" CALML4 "	15405	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen10999 "	" THAP10 "	11443	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11001 "	" TMEM8A "	16340	" protein_coding "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11003 "	" METTL26 "	1939	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11005 "	" TRAF7 "	22431	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11007 "	" CHSY1 "	76209	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11009 "	" MTHFS "	63794	" protein_coding "	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11011 "	" ABHD17C "	75937	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11013 "	" ALPK3 "	56802	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11015 "	" CIB2 "	26938	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11017 "	" SLTM "	54608	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11019 "	" ITGA11 "	135629	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA
"gen11021 "	" RPLP1 "	3410	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA
