"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen21041 "	" LINC01229 "	131814	" lincRNA "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21042 "	" LINC02516 "	58492	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21043 "	" TTC39A-AS1 "	5670	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21044 "	" SNORD55 "	79	" snoRNA "	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"gen21045 "	" ITM2BP1 "	663	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21046 "	" HMGB3P27 "	560	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21047 "	" SDHDP1 "	473	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21048 "	" BNIP3P27 "	766	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21049 "	" LINC00664 "	19864	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21050 "	" CYP4F23P "	20635	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21051 "	" FAM226B "	1489	" sense_intronic "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21052 "	" LDHAL6EP "	3519	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21053 "	" KDM5D "	41074	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21054 "	" IBSP "	12854	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21055 "	" POU1F1 "	17183	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21056 "	" DDX3Y "	16370	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21057 "	" ZFY "	47225	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21058 "	" TRPC7 "	152225	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21059 "	" TYR "	118307	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21060 "	" BPIFB2 "	16109	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21061 "	" TBL1Y "	180997	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen21062 "	" PRKY "	107576	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21063 "	" PAGE4 "	4713	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21064 "	" GPR50 "	4812	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21065 "	" MYL10 "	15971	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21066 "	" LHX3 "	8878	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21067 "	" SCGB2A2 "	3001	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21068 "	" CALCA "	5686	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21069 "	" HDGFL1 "	2173	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21070 "	" USP9Y "	159608	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21071 "	" NEU2 "	2385	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21072 "	" SLC25A2 "	1416	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21073 "	" DPPA4 "	11431	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21074 "	" GHSR "	3323	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21075 "	" PAEP "	5199	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21076 "	" OBP2A "	3830	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21077 "	" NEUROD4 "	10069	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21078 "	" SEMG1 "	2775	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21079 "	" PIWIL1 "	34750	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21080 "	" IL37 "	5911	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21081 "	" TXLNGY "	38961	" transcribed_unprocessed_pseudogene "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21082 "	" CA6 "	29225	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21083 "	" FSHB "	4245	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21084 "	" LRRC9 "	143846	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21085 "	" GH2 "	1720	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21086 "	" CSH1 "	1752	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21087 "	" IL1F10 "	7880	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21088 "	" TPH2 "	247772	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21089 "	" CCDC33 "	133767	" protein_coding "	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen21090 "	" SLC25A52 "	1318	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21091 "	" ANKRD31 "	168603	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21092 "	" ZNF37CP "	515	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21093 "	" LMNTD1 "	239272	" protein_coding "	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen21094 "	" TMSB4Y "	2457	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21095 "	" SEPT14 "	69245	" protein_coding "	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21096 "	" RSPH10B "	45133	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21097 "	" CPA5 "	23914	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21098 "	" PLA2G2F "	11060	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21099 "	" LCE2B "	1278	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21100 "	" DCD "	3902	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21101 "	" ERICH6 "	44086	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21102 "	" TGM4 "	40382	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21103 "	" ZNF474 "	24058	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21104 "	" GJB7 "	46300	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21105 "	" SP8 "	4603	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21106 "	" CFAP47 "	465585	" protein_coding "	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21107 "	" NLGN4Y "	323077	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21108 "	" UCMA "	12567	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21109 "	" LAIR2 "	12808	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21110 "	" FOXI1 "	3828	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21111 "	" UGT3A2 "	36341	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21112 "	" HOXD12 "	1463	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21113 "	" CST1 "	3715	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21114 "	" KRT75 "	10455	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21115 "	" KRT74 "	8043	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21116 "	" OBP2B "	3973	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21117 "	" MUC7 "	52505	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21118 "	" PCDHB1 "	8209	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21119 "	" LCE1D "	1430	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21120 "	" TUBB8P12 "	2167	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21121 "	" XCR1 "	10718	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21122 "	" RAX2 "	3132	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21123 "	" TRHR "	32963	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21124 "	" DNAH12 "	250645	" protein_coding "	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"gen21125 "	" PROP1 "	4007	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21126 "	" PRM1 "	514	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21127 "	" TMEM270 "	4734	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21128 "	" C11orf16 "	12930	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21129 "	" LINC00302 "	1327	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21130 "	" TTTY14 "	204915	" lincRNA "	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21131 "	" PSAPL1 "	4679	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21132 "	" PNPLA1 "	69026	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21133 "	" RIPPLY3 "	13509	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21134 "	" CCDC60 "	206335	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21135 "	" COL18A1-AS1 "	5354	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21136 "	" RP1L1 "	105838	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen21137 "	" LINC00518 "	5619	" lincRNA "	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen21138 "	" NPBWR1 "	2686	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21139 "	" UTY "	232294	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21140 "	" SIX6 "	3899	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21141 "	" KRT73 "	10989	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21142 "	" BPIFB3 "	18204	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21143 "	" BPIFB4 "	32107	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21144 "	" LCE5A "	1333	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21145 "	" CYP4F8 "	15420	" protein_coding "	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21146 "	" LCE1A "	421	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21147 "	" LCE2A "	1078	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21148 "	" LCE2C "	1279	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21149 "	" LCE2D "	1263	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21150 "	" POTEG "	31855	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21151 "	" AMTN "	14202	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21152 "	" HELT "	1963	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21153 "	" OTOG "	99777	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21154 "	" OR7A5 "	11034	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21155 "	" CLEC2A "	33708	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21156 "	" KRT77 "	13837	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21157 "	" LINC00336 "	7232	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21158 "	" KLKP1 "	14302	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21159 "	" AADACL2 "	27423	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21160 "	" POTEH "	31605	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen21161 "	" BPIFA1 "	7316	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21162 "	" EIF1AY "	17429	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21163 "	" C1orf68 "	948	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21164 "	" ECT2L "	108144	" protein_coding "	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21165 "	" TMEM244 "	30303	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21166 "	" PRR9 "	1733	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21167 "	" LIPK "	28242	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21168 "	" CSHL1 "	9241	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21169 "	" CDSN "	5356	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21170 "	" C6orf15 "	1336	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21171 "	" LINC01257 "	47920	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21172 "	" HCG9 "	3298	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21173 "	" KRT40 "	9419	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21174 "	" FAM221B "	12356	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21175 "	" DYNLL1P1 "	268	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21176 "	" GYG2P1 "	66040	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21177 "	" RNU6-574P "	106	" snRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21178 "	" TRGJ1 "	49	" TR_J_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21179 "	" TRGJP "	60	" TR_J_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21180 "	" TRGV9 "	1844	" TR_V_gene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21181 "	" PGK1P2 "	1534	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21182 "	" TTLL13P "	15952	" protein_coding "	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21183 "	" YBX1P6 "	1502	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21184 "	" CYP4F30P "	5813	" transcribed_unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21185 "	" TMEM213 "	40149	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21186 "	" KRT42P "	13872	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21187 "	" LINC00269 "	30367	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21188 "	" EFCAB8 "	102686	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21189 "	" RPTN "	5633	" protein_coding "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21190 "	" ASS1P1 "	1236	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21191 "	" SNORD88A "	90	" snoRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"gen21192 "	" KLF2P3 "	1527	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21193 "	" LINC00571 "	92415	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21194 "	" RPS24P14 "	365	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21195 "	" LINC02247 "	1466	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21196 "	" LINC01805 "	14551	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21197 "	" LINC01014 "	38108	" sense_intronic "	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"gen21198 "	" HCG14 "	792	" antisense "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21199 "	" OACYLP "	72604	" transcribed_unitary_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21200 "	" MKRN5P "	1466	" processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21201 "	" ZNF33BP1 "	1833	" processed_pseudogene "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21202 "	" RPS27AP12 "	464	" processed_pseudogene "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21203 "	" LINC01297 "	31667	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21204 "	" CT62 "	5250	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21205 "	" PHF2P2 "	115963	" transcribed_unprocessed_pseudogene "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21206 "	" KRT8P38 "	1429	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21207 "	" LINC01345 "	4433	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21208 "	" IGBP1P1 "	1008	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21209 "	" FGF12-AS3 "	4567	" antisense "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21210 "	" HMGB3P8 "	576	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21211 "	" CDK8P2 "	546	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21212 "	" STEAP2-AS1 "	329282	" processed_transcript "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21213 "	" LINC01068 "	4709	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21214 "	" CELSR3-AS1 "	5398	" antisense "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21215 "	" PTMAP1 "	324	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21216 "	" LINC01201 "	76556	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21217 "	" TLK2P2 "	2376	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21218 "	" PPIAP55 "	489	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21219 "	" TTTY10 "	53560	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21220 "	" HMGB1P16 "	539	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21221 "	" PRAC2 "	1590	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21222 "	" SPDYE21P "	6452	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21223 "	" PHBP12 "	810	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21224 "	" SPRY4-AS1 "	346708	" antisense "	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21225 "	" FAR2P4 "	29778	" transcribed_unprocessed_pseudogene "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21226 "	" LINC00278 "	99360	" lincRNA "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21227 "	" LINC01698 "	12028	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21228 "	" RASA3-IT1 "	1251	" sense_intronic "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21229 "	" ZFY-AS1 "	35782	" antisense "	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21230 "	" LINC00167 "	1418	" lincRNA "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21231 "	" TTTY15 "	29899	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21232 "	" RPL10P12 "	317	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen21233 "	" IFT74-AS1 "	515	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21234 "	" GPR50-AS1 "	2644	" antisense "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21235 "	" LINC01287 "	14043	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21236 "	" DSCAM-AS1 "	2275	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21237 "	" RPEL1 "	2129	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21238 "	" MIR670HG "	1089	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21239 "	" HCFC1-AS1 "	762	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21240 "	" LCE6A "	1115	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21241 "	" ELFN1-AS1 "	3661	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21242 "	" LINC00479 "	4255	" lincRNA "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21243 "	" GCNT1P1 "	1294	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21244 "	" LINC01522 "	8256	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21245 "	" LINC01514 "	17824	" lincRNA "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen21246 "	" EEF1A1P30 "	2219	" processed_pseudogene "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
