"ensembl_gene_id" 	 "hgnc_symbol" 	 "external_gene_name" 	 "chromosome_name" 	 "start_position" 	 "end_position" 	 "transcript_count" 	 "gene_biotype"
"12769" 	 "ENSG00000185100" 	 "ADSSL1" 	 "ADSSL1" 	 "14" 	 104724186 	 104747325 	 12 	 "protein_coding"
"12770" 	 "ENSG00000185115" 	 "NSMCE3" 	 "NSMCE3" 	 "15" 	 29264992 	 29269829 	 1 	 "protein_coding"
"12771" 	 "ENSG00000185215" 	 "TNFAIP2" 	 "TNFAIP2" 	 "14" 	 103123442 	 103137439 	 11 	 "protein_coding"
"12772" 	 "ENSG00000185347" 	 "TEDC1" 	 "TEDC1" 	 "14" 	 105489855 	 105499575 	 20 	 "protein_coding"
"12773" 	 "ENSG00000185567" 	 "AHNAK2" 	 "AHNAK2" 	 "14" 	 104937244 	 104978357 	 4 	 "protein_coding"
"12774" 	 "ENSG00000185880" 	 "TRIM69" 	 "TRIM69" 	 "15" 	 44728988 	 44767829 	 12 	 "protein_coding"
"12775" 	 "ENSG00000186073" 	 "C15orf41" 	 "C15orf41" 	 "15" 	 36579611 	 36810248 	 23 	 "protein_coding"
"12776" 	 "ENSG00000186399" 	 "GOLGA8R" 	 "GOLGA8R" 	 "15" 	 30403740 	 30414162 	 2 	 "protein_coding"
"12777" 	 "ENSG00000186417" 	 "GLDN" 	 "GLDN" 	 "15" 	 51341629 	 51408013 	 10 	 "protein_coding"
"12778" 	 "ENSG00000187446" 	 "CHP1" 	 "CHP1" 	 "15" 	 41230839 	 41281890 	 9 	 "protein_coding"
"12779" 	 "ENSG00000187951" 	 "ARHGAP11B" 	 "ARHGAP11B" 	 "15" 	 30658717 	 30772993 	 2 	 "processed_transcript"
"12780" 	 "ENSG00000188488" 	 "SERPINA5" 	 "SERPINA5" 	 "14" 	 94561442 	 94593120 	 13 	 "protein_coding"
"12781" 	 "ENSG00000188549" 	 "CCDC9B" 	 "CCDC9B" 	 "15" 	 40331452 	 40340967 	 7 	 "protein_coding"
"12782" 	 "ENSG00000188626" 	 "GOLGA8M" 	 "GOLGA8M" 	 "15" 	 28701954 	 28738384 	 2 	 "protein_coding"
"12783" 	 "ENSG00000196405" 	 "EVL" 	 "EVL" 	 "14" 	 99971449 	 100144236 	 24 	 "protein_coding"
"12784" 	 "ENSG00000196663" 	 "TECPR2" 	 "TECPR2" 	 "14" 	 102362963 	 102502481 	 7 	 "protein_coding"
"12785" 	 "ENSG00000197102" 	 "DYNC1H1" 	 "DYNC1H1" 	 "14" 	 101964510 	 102056443 	 42 	 "protein_coding"
"12786" 	 "ENSG00000197119" 	 "SLC25A29" 	 "SLC25A29" 	 "14" 	 100291111 	 100306547 	 20 	 "protein_coding"
"12787" 	 "ENSG00000197249" 	 "SERPINA1" 	 "SERPINA1" 	 "14" 	 94376747 	 94390693 	 20 	 "protein_coding"
"12788" 	 "ENSG00000197406" 	 "DIO3" 	 "DIO3" 	 "14" 	 101561351 	 101563452 	 1 	 "protein_coding"
"12789" 	 "ENSG00000197535" 	 "MYO5A" 	 "MYO5A" 	 "15" 	 52307283 	 52529050 	 13 	 "protein_coding"
"12790" 	 "ENSG00000198146" 	 "ZNF770" 	 "ZNF770" 	 "15" 	 34978341 	 34988287 	 2 	 "protein_coding"
"12791" 	 "ENSG00000198668" 	 "CALM1" 	 "CALM1" 	 "14" 	 90396502 	 90408261 	 16 	 "protein_coding"
"12792" 	 "ENSG00000198690" 	 "FAN1" 	 "FAN1" 	 "15" 	 30903852 	 30943108 	 8 	 "protein_coding"
"12793" 	 "ENSG00000198752" 	 "CDC42BPB" 	 "CDC42BPB" 	 "14" 	 102932379 	 103057462 	 9 	 "protein_coding"
"12794" 	 "ENSG00000198826" 	 "ARHGAP11A" 	 "ARHGAP11A" 	 "15" 	 32615144 	 32639949 	 8 	 "protein_coding"
"12795" 	 "ENSG00000198838" 	 "RYR3" 	 "RYR3" 	 "15" 	 33310945 	 33866121 	 35 	 "protein_coding"
"12796" 	 "ENSG00000198894" 	 "CIPC" 	 "CIPC" 	 "14" 	 77098097 	 77117287 	 8 	 "protein_coding"
"12797" 	 "ENSG00000203485" 	 "INF2" 	 "INF2" 	 "14" 	 104689606 	 104722535 	 9 	 "protein_coding"
"12798" 	 "ENSG00000205436" 	 "EXOC3L4" 	 "EXOC3L4" 	 "14" 	 103100144 	 103110559 	 7 	 "protein_coding"
"12799" 	 "ENSG00000205476" 	 "CCDC85C" 	 "CCDC85C" 	 "14" 	 99500180 	 99604026 	 7 	 "protein_coding"
"12800" 	 "ENSG00000205562" 	 "" 	 "AL049775.1" 	 "14" 	 85524432 	 85529988 	 1 	 "lincRNA"
"12801" 	 "ENSG00000205771" 	 "CATSPER2P1" 	 "CATSPER2P1" 	 "15" 	 43726918 	 43747094 	 5 	 "transcribed_unprocessed_pseudogene"
"12802" 	 "ENSG00000205871" 	 "RPS3AP47" 	 "RPS3AP47" 	 "15" 	 43115702 	 43116493 	 1 	 "processed_pseudogene"
"12803" 	 "ENSG00000206127" 	 "GOLGA8O" 	 "GOLGA8O" 	 "15" 	 32445106 	 32455634 	 2 	 "protein_coding"
"12804" 	 "ENSG00000206149" 	 "HERC2P9" 	 "HERC2P9" 	 "15" 	 28589492 	 28685264 	 8 	 "transcribed_unprocessed_pseudogene"
"12805" 	 "ENSG00000206190" 	 "ATP10A" 	 "ATP10A" 	 "15" 	 25677273 	 25865172 	 7 	 "protein_coding"
"12806" 	 "ENSG00000211448" 	 "DIO2" 	 "DIO2" 	 "14" 	 80197527 	 80387757 	 11 	 "protein_coding"
"12807" 	 "ENSG00000211890" 	 "IGHA2" 	 "IGHA2" 	 "14" 	 105583731 	 105588395 	 2 	 "IG_C_gene"
"12808" 	 "ENSG00000211892" 	 "IGHG4" 	 "IGHG4" 	 "14" 	 105620506 	 105626066 	 2 	 "IG_C_gene"
"12809" 	 "ENSG00000211893" 	 "IGHG2" 	 "IGHG2" 	 "14" 	 105639559 	 105644790 	 2 	 "IG_C_gene"
"12810" 	 "ENSG00000211895" 	 "IGHA1" 	 "IGHA1" 	 "14" 	 105703995 	 105708665 	 2 	 "IG_C_gene"
"12811" 	 "ENSG00000211896" 	 "IGHG1" 	 "IGHG1" 	 "14" 	 105736343 	 105743071 	 3 	 "IG_C_gene"
"12812" 	 "ENSG00000211897" 	 "IGHG3" 	 "IGHG3" 	 "14" 	 105764503 	 105771405 	 2 	 "IG_C_gene"
"12813" 	 "ENSG00000211899" 	 "IGHM" 	 "IGHM" 	 "14" 	 105851708 	 105856218 	 2 	 "IG_C_gene"
"12814" 	 "ENSG00000212330" 	 "RNU6-244P" 	 "RNU6-244P" 	 "14" 	 102501676 	 102501779 	 1 	 "snRNA"
"12815" 	 "ENSG00000212371" 	 "" 	 "RF00404" 	 "14" 	 77466284 	 77466436 	 1 	 "snoRNA"
"12816" 	 "ENSG00000213315" 	 "" 	 "AL122020.1" 	 "14" 	 90766531 	 90766989 	 1 	 "processed_pseudogene"
"12817" 	 "ENSG00000213862" 	 "" 	 "AC044787.1" 	 "15" 	 47730144 	 47730935 	 1 	 "processed_pseudogene"
"12818" 	 "ENSG00000214013" 	 "GANC" 	 "GANC" 	 "15" 	 42273233 	 42356935 	 13 	 "protein_coding"
"12819" 	 "ENSG00000214265" 	 "" 	 "AC124312.1" 	 "15" 	 24955034 	 25000276 	 2 	 "protein_coding"
"12820" 	 "ENSG00000214548" 	 "MEG3" 	 "MEG3" 	 "14" 	 100779410 	 100861031 	 27 	 "lincRNA"
"12821" 	 "ENSG00000215252" 	 "GOLGA8B" 	 "GOLGA8B" 	 "15" 	 34525207 	 34588503 	 11 	 "protein_coding"
"12822" 	 "ENSG00000215302" 	 "" 	 "AC127502.1" 	 "15" 	 30470779 	 30507623 	 4 	 "transcribed_unprocessed_pseudogene"
"12823" 	 "ENSG00000221792" 	 "MIR1282" 	 "MIR1282" 	 "15" 	 43793659 	 43793759 	 1 	 "miRNA"
"12824" 	 "ENSG00000223403" 	 "MEG9" 	 "MEG9" 	 "14" 	 101064151 	 101072937 	 3 	 "lincRNA"
"12825" 	 "ENSG00000223509" 	 "" 	 "AC135983.2" 	 "15" 	 32519848 	 32536926 	 5 	 "transcribed_processed_pseudogene"
"12826" 	 "ENSG00000224078" 	 "SNHG14" 	 "SNHG14" 	 "15" 	 24978583 	 25419462 	 26 	 "processed_transcript"
"12827" 	 "ENSG00000224721" 	 "" 	 "AC007182.1" 	 "14" 	 75574888 	 75579588 	 1 	 "antisense"
"12828" 	 "ENSG00000225200" 	 "" 	 "AC246787.1" 	 "14" 	 105978520 	 105979146 	 1 	 "processed_pseudogene"
"12829" 	 "ENSG00000225973" 	 "PIGBOS1" 	 "PIGBOS1" 	 "15" 	 55317184 	 55319161 	 3 	 "protein_coding"
"12830" 	 "ENSG00000226174" 	 "TEX22" 	 "TEX22" 	 "14" 	 105398579 	 105450106 	 2 	 "protein_coding"
"12831" 	 "ENSG00000227051" 	 "C14orf132" 	 "C14orf132" 	 "14" 	 96039324 	 96093889 	 4 	 "protein_coding"
"12832" 	 "ENSG00000229474" 	 "PATL2" 	 "PATL2" 	 "15" 	 44665732 	 44711316 	 9 	 "protein_coding"
"12833" 	 "ENSG00000230183" 	 "CNOT6LP1" 	 "CNOT6LP1" 	 "15" 	 56005715 	 56007176 	 1 	 "processed_pseudogene"
"12834" 	 "ENSG00000231409" 	 "" 	 "AC018868.1" 	 "15" 	 34943080 	 34943394 	 1 	 "processed_pseudogene"
"12835" 	 "ENSG00000232573" 	 "RPL3P4" 	 "RPL3P4" 	 "14" 	 98972879 	 98973301 	 1 	 "processed_pseudogene"
"12836" 	 "ENSG00000232653" 	 "GOLGA8N" 	 "GOLGA8N" 	 "15" 	 32593456 	 32607310 	 7 	 "protein_coding"
"12837" 	 "ENSG00000234648" 	 "" 	 "AL162151.2" 	 "14" 	 98973314 	 98973471 	 1 	 "processed_pseudogene"
"12838" 	 "ENSG00000234664" 	 "HMGN2P5" 	 "HMGN2P5" 	 "15" 	 29730713 	 29730985 	 1 	 "processed_pseudogene"
"12839" 	 "ENSG00000235706" 	 "DICER1-AS1" 	 "DICER1-AS1" 	 "14" 	 95157645 	 95179933 	 4 	 "antisense"
"12840" 	 "ENSG00000236914" 	 "LINC01852" 	 "LINC01852" 	 "15" 	 38069481 	 38072959 	 4 	 "lincRNA"
"12841" 	 "ENSG00000237161" 	 "" 	 "AC068446.1" 	 "15" 	 21293653 	 21295201 	 1 	 "processed_pseudogene"
"12842" 	 "ENSG00000241081" 	 "RPL22P2" 	 "RPL22P2" 	 "14" 	 76886377 	 76886750 	 1 	 "processed_pseudogene"
"12843" 	 "ENSG00000242085" 	 "RPS20P33" 	 "RPS20P33" 	 "14" 	 105374618 	 105374971 	 1 	 "processed_pseudogene"
"12844" 	 "ENSG00000243094" 	 "" 	 "AC079203.1" 	 "15" 	 34085911 	 34086314 	 1 	 "processed_pseudogene"
"12845" 	 "ENSG00000243708" 	 "PLA2G4B" 	 "PLA2G4B" 	 "15" 	 41837775 	 41848147 	 6 	 "protein_coding"
"12846" 	 "ENSG00000244879" 	 "GABPB1-AS1" 	 "GABPB1-AS1" 	 "15" 	 50354959 	 50372202 	 6 	 "antisense"
"12847" 	 "ENSG00000245849" 	 "RAD51-AS1" 	 "RAD51-AS1" 	 "15" 	 40686724 	 40695107 	 3 	 "processed_transcript"
"12848" 	 "ENSG00000246223" 	 "LINC01550" 	 "LINC01550" 	 "14" 	 97925610 	 97978124 	 6 	 "lincRNA"
"12849" 	 "ENSG00000246451" 	 "" 	 "AL049840.1" 	 "14" 	 103682362 	 103684015 	 1 	 "antisense"
"12850" 	 "ENSG00000247092" 	 "SNHG10" 	 "SNHG10" 	 "14" 	 95532297 	 95534872 	 4 	 "antisense"
"12851" 	 "ENSG00000247556" 	 "OIP5-AS1" 	 "OIP5-AS1" 	 "15" 	 41283990 	 41309737 	 10 	 "processed_transcript"
"12852" 	 "ENSG00000247728" 	 "" 	 "AC091057.1" 	 "15" 	 30616998 	 30625773 	 1 	 "antisense"
"12853" 	 "ENSG00000247982" 	 "LINC00926" 	 "LINC00926" 	 "15" 	 57300365 	 57307769 	 4 	 "lincRNA"
"12854" 	 "ENSG00000248334" 	 "WHAMMP2" 	 "WHAMMP2" 	 "15" 	 28737583 	 28759204 	 3 	 "transcribed_unprocessed_pseudogene"
"12855" 	 "ENSG00000248508" 	 "SRP14-AS1" 	 "SRP14-AS1" 	 "15" 	 40039311 	 40067290 	 3 	 "lincRNA"
"12856" 	 "ENSG00000248905" 	 "FMN1" 	 "FMN1" 	 "15" 	 32765545 	 33194733 	 12 	 "protein_coding"
"12857" 	 "ENSG00000249931" 	 "GOLGA8K" 	 "GOLGA8K" 	 "15" 	 32392782 	 32403292 	 2 	 "protein_coding"
"12858" 	 "ENSG00000250379" 	 "" 	 "AC020659.2" 	 "15" 	 41825099 	 41827936 	 2 	 "antisense"
"12859" 	 "ENSG00000251161" 	 "" 	 "AC020661.1" 	 "15" 	 40906811 	 40910337 	 1 	 "lincRNA"
"12860" 	 "ENSG00000251602" 	 "" 	 "AL928654.1" 	 "14" 	 105416884 	 105419739 	 2 	 "antisense"
"12861" 	 "ENSG00000252481" 	 "SCARNA13" 	 "SCARNA13" 	 "14" 	 95533355 	 95533629 	 1 	 "scaRNA"
"12862" 	 "ENSG00000252714" 	 "RNA5SP392" 	 "RNA5SP392" 	 "15" 	 40331537 	 40331648 	 1 	 "rRNA"
"12863" 	 "ENSG00000253364" 	 "" 	 "AL928742.1" 	 "14" 	 105647924 	 105649057 	 1 	 "lincRNA"
"12864" 	 "ENSG00000254398" 	 "" 	 "AC055876.2" 	 "15" 	 28679405 	 28682252 	 1 	 "unprocessed_pseudogene"
"12865" 	 "ENSG00000254912" 	 "" 	 "AC135983.3" 	 "15" 	 32494003 	 32500346 	 1 	 "unprocessed_pseudogene"
"12866" 	 "ENSG00000256053" 	 "APOPT1" 	 "APOPT1" 	 "14" 	 103562962 	 103607523 	 16 	 "protein_coding"
"12867" 	 "ENSG00000256061" 	 "DNAAF4" 	 "DNAAF4" 	 "15" 	 55410525 	 55508234 	 7 	 "protein_coding"
"12868" 	 "ENSG00000256338" 	 "RPL41P2" 	 "RPL41P2" 	 "15" 	 28315651 	 28316059 	 1 	 "processed_pseudogene"
"12869" 	 "ENSG00000257270" 	 "" 	 "AL928654.2" 	 "14" 	 105467793 	 105470617 	 1 	 "antisense"
"12870" 	 "ENSG00000257556" 	 "LINC02298" 	 "LINC02298" 	 "14" 	 105093609 	 105099004 	 3 	 "lincRNA"
"12871" 	 "ENSG00000257622" 	 "" 	 "AL512356.1" 	 "14" 	 105152194 	 105181194 	 1 	 "processed_transcript"
"12872" 	 "ENSG00000257647" 	 "" 	 "AC124312.2" 	 "15" 	 25027736 	 25032047 	 1 	 "lincRNA"
"12873" 	 "ENSG00000258301" 	 "VASH1-AS1" 	 "VASH1-AS1" 	 "14" 	 76781733 	 76786724 	 2 	 "lincRNA"
"12874" 	 "ENSG00000258407" 	 "" 	 "AL157955.1" 	 "14" 	 88010787 	 88015611 	 1 	 "antisense"
"12875" 	 "ENSG00000258410" 	 "" 	 "AC087386.1" 	 "15" 	 20128745 	 20147953 	 1 	 "lincRNA"
"12876" 	 "ENSG00000258424" 	 "" 	 "AL512791.1" 	 "14" 	 90402523 	 90405235 	 1 	 "antisense"
"12877" 	 "ENSG00000258430" 	 "" 	 "AL583722.2" 	 "14" 	 104769349 	 104770271 	 1 	 "antisense"
"12878" 	 "ENSG00000258461" 	 "" 	 "AC012651.1" 	 "15" 	 42348103 	 42412317 	 4 	 "protein_coding"
"12879" 	 "ENSG00000258488" 	 "" 	 "AC023310.1" 	 "15" 	 20516252 	 20520627 	 1 	 "unprocessed_pseudogene"
"12880" 	 "ENSG00000258498" 	 "DIO3OS" 	 "DIO3OS" 	 "14" 	 101552221 	 101560431 	 12 	 "lincRNA"
"12881" 	 "ENSG00000258521" 	 "" 	 "AL157871.2" 	 "14" 	 100339832 	 100340554 	 1 	 "antisense"
"12882" 	 "ENSG00000258572" 	 "" 	 "AL133467.1" 	 "14" 	 95516136 	 95517911 	 1 	 "lincRNA"
"12883" 	 "ENSG00000258581" 	 "" 	 "AL157871.3" 	 "14" 	 100366628 	 100366920 	 1 	 "processed_pseudogene"
"12884" 	 "ENSG00000258663" 	 "" 	 "AL117190.2" 	 "14" 	 100834432 	 100861026 	 1 	 "antisense"
"12885" 	 "ENSG00000258666" 	 "" 	 "AL157871.4" 	 "14" 	 100333790 	 100354061 	 1 	 "antisense"
"12886" 	 "ENSG00000258701" 	 "LINC00638" 	 "LINC00638" 	 "14" 	 104821201 	 104823718 	 1 	 "lincRNA"
"12887" 	 "ENSG00000258733" 	 "LINC02328" 	 "LINC02328" 	 "14" 	 85934710 	 86129778 	 3 	 "lincRNA"
"12888" 	 "ENSG00000258749" 	 "" 	 "AL110504.1" 	 "14" 	 99512501 	 99513576 	 1 	 "antisense"
"12889" 	 "ENSG00000258780" 	 "BMS1P15" 	 "BMS1P15" 	 "15" 	 20153776 	 20160826 	 1 	 "unprocessed_pseudogene"
"12890" 	 "ENSG00000258789" 	 "" 	 "AL162171.1" 	 "14" 	 88551597 	 88552493 	 1 	 "antisense"
"12891" 	 "ENSG00000258819" 	 "LINC02289" 	 "LINC02289" 	 "14" 	 77069180 	 77076344 	 3 	 "lincRNA"
"12892" 	 "ENSG00000258920" 	 "FOXN3-AS1" 	 "FOXN3-AS1" 	 "14" 	 89417354 	 89419793 	 1 	 "antisense"
"12893" 	 "ENSG00000258959" 	 "" 	 "AL118558.1" 	 "14" 	 102036315 	 102066228 	 4 	 "transcribed_unitary_pseudogene"
"12894" 	 "ENSG00000259032" 	 "ENSAP2" 	 "ENSAP2" 	 "14" 	 82692704 	 82693055 	 1 	 "processed_pseudogene"
"12895" 	 "ENSG00000259037" 	 "" 	 "BX927359.1" 	 "14" 	 104589021 	 104589847 	 1 	 "antisense"
"12896" 	 "ENSG00000259052" 	 "" 	 "AL157871.6" 	 "14" 	 100279959 	 100291456 	 1 	 "sense_overlapping"
"12897" 	 "ENSG00000259053" 	 "" 	 "AL137230.2" 	 "14" 	 89412312 	 89954659 	 1 	 "processed_transcript"
"12898" 	 "ENSG00000259081" 	 "" 	 "AF111169.3" 	 "14" 	 76774284 	 76781518 	 2 	 "antisense"
"12899" 	 "ENSG00000259088" 	 "" 	 "AL137779.2" 	 "14" 	 101796555 	 101810321 	 1 	 "antisense"
"12900" 	 "ENSG00000259143" 	 "" 	 "AL356017.1" 	 "14" 	 95185117 	 95185854 	 1 	 "sense_overlapping"
"12901" 	 "ENSG00000259163" 	 "" 	 "AL096869.2" 	 "14" 	 90642638 	 90648894 	 2 	 "antisense"
"12902" 	 "ENSG00000259185" 	 "" 	 "AC090971.1" 	 "15" 	 51908902 	 51909642 	 1 	 "antisense"
"12903" 	 "ENSG00000259188" 	 "" 	 "AC025040.1" 	 "15" 	 49879604 	 49883525 	 2 	 "antisense"
"12904" 	 "ENSG00000259201" 	 "" 	 "AC090971.2" 	 "15" 	 51887560 	 51901123 	 1 	 "antisense"
"12905" 	 "ENSG00000259211" 	 "" 	 "AC013356.2" 	 "15" 	 40464193 	 40466726 	 1 	 "antisense"
"12906" 	 "ENSG00000259287" 	 "" 	 "AC010809.1" 	 "15" 	 33858602 	 33864825 	 1 	 "antisense"
"12907" 	 "ENSG00000259298" 	 "" 	 "AC012170.2" 	 "15" 	 50497195 	 50498744 	 1 	 "antisense"
"12908" 	 "ENSG00000259319" 	 "" 	 "AF111167.2" 	 "14" 	 75423683 	 75427741 	 2 	 "antisense"
"12909" 	 "ENSG00000259330" 	 "INAFM2" 	 "INAFM2" 	 "15" 	 40323664 	 40326715 	 2 	 "protein_coding"
"12910" 	 "ENSG00000259352" 	 "" 	 "AC091117.1" 	 "15" 	 45073492 	 45074048 	 1 	 "antisense"
"12911" 	 "ENSG00000259408" 	 "" 	 "AC010809.2" 	 "15" 	 33851785 	 33856809 	 1 	 "antisense"
"12912" 	 "ENSG00000259409" 	 "BMF-AS1" 	 "BMF-AS1" 	 "15" 	 40088832 	 40089386 	 1 	 "antisense"
"12913" 	 "ENSG00000259448" 	 "LINC02352" 	 "LINC02352" 	 "15" 	 31216020 	 31224445 	 2 	 "lincRNA"
"12914" 	 "ENSG00000259460" 	 "" 	 "AC078909.1" 	 "15" 	 37099339 	 37100173 	 1 	 "antisense"
"12915" 	 "ENSG00000259468" 	 "" 	 "AC079203.2" 	 "15" 	 34255286 	 34257832 	 1 	 "antisense"
"12916" 	 "ENSG00000259479" 	 "SORD2P" 	 "SORD2P" 	 "15" 	 44825747 	 44884694 	 4 	 "transcribed_unprocessed_pseudogene"
"12917" 	 "ENSG00000259488" 	 "" 	 "AC023355.1" 	 "15" 	 48312353 	 48331856 	 3 	 "antisense"
"12918" 	 "ENSG00000259515" 	 "" 	 "AL117209.1" 	 "14" 	 102933574 	 102937177 	 1 	 "antisense"
"12919" 	 "ENSG00000259521" 	 "INO80-AS1" 	 "INO80-AS1" 	 "15" 	 41016807 	 41027893 	 2 	 "antisense"
"12920" 	 "ENSG00000259523" 	 "" 	 "AC022613.2" 	 "15" 	 29822631 	 29824081 	 1 	 "antisense"
"12921" 	 "ENSG00000259531" 	 "" 	 "AC022306.1" 	 "15" 	 49365124 	 49366685 	 1 	 "processed_pseudogene"
"12922" 	 "ENSG00000259536" 	 "" 	 "AC091045.1" 	 "15" 	 40488041 	 40558019 	 2 	 "antisense"
"12923" 	 "ENSG00000259539" 	 "" 	 "AC051619.6" 	 "15" 	 45152664 	 45167526 	 1 	 "3prime_overlapping_ncRNA"
"12924" 	 "ENSG00000259580" 	 "" 	 "AC023908.2" 	 "15" 	 39770559 	 39801333 	 1 	 "processed_transcript"
"12925" 	 "ENSG00000259592" 	 "PRELID1P4" 	 "PRELID1P4" 	 "15" 	 35121573 	 35122084 	 1 	 "processed_pseudogene"
"12926" 	 "ENSG00000259595" 	 "" 	 "AC025043.1" 	 "15" 	 44402685 	 44427144 	 1 	 "antisense"
"12927" 	 "ENSG00000259618" 	 "" 	 "AC012170.3" 	 "15" 	 50494018 	 50497080 	 1 	 "lincRNA"
"12928" 	 "ENSG00000259644" 	 "" 	 "AC022613.3" 	 "15" 	 29728186 	 29729531 	 1 	 "sense_intronic"
"12929" 	 "ENSG00000259659" 	 "" 	 "AC009996.1" 	 "15" 	 44557829 	 44559188 	 1 	 "sense_intronic"
"12930" 	 "ENSG00000259668" 	 "" 	 "AC066613.1" 	 "15" 	 51457286 	 51460582 	 3 	 "antisense"
"12931" 	 "ENSG00000259670" 	 "" 	 "AC012379.1" 	 "15" 	 48783190 	 48784121 	 1 	 "antisense"
"12932" 	 "ENSG00000259678" 	 "" 	 "AC066613.2" 	 "15" 	 51414097 	 51498833 	 1 	 "antisense"
"12933" 	 "ENSG00000259684" 	 "" 	 "AC084756.1" 	 "15" 	 50557601 	 50560500 	 1 	 "antisense"
"12934" 	 "ENSG00000259712" 	 "" 	 "AC023906.5" 	 "15" 	 52056675 	 52100523 	 1 	 "antisense"
"12935" 	 "ENSG00000259715" 	 "" 	 "AC022087.1" 	 "15" 	 50359450 	 50360194 	 1 	 "lincRNA"
"12936" 	 "ENSG00000259772" 	 "" 	 "AC012236.1" 	 "15" 	 31221999 	 31230838 	 5 	 "lincRNA"
"12937" 	 "ENSG00000259773" 	 "" 	 "AC012100.2" 	 "15" 	 50746709 	 50749829 	 1 	 "antisense"
"12938" 	 "ENSG00000259775" 	 "" 	 "AL138976.2" 	 "14" 	 103331674 	 103332367 	 1 	 "antisense"
"12939" 	 "ENSG00000259883" 	 "EHD4-AS1" 	 "EHD4-AS1" 	 "15" 	 41921417 	 41928883 	 1 	 "antisense"
"12940" 	 "ENSG00000259917" 	 "HNRNPLP2" 	 "HNRNPLP2" 	 "15" 	 34489002 	 34490571 	 1 	 "unprocessed_pseudogene"
"12941" 	 "ENSG00000259932" 	 "" 	 "AC051619.7" 	 "15" 	 45198517 	 45199139 	 1 	 "sense_intronic"
"12942" 	 "ENSG00000259935" 	 "" 	 "AC009754.1" 	 "15" 	 52648634 	 52649866 	 1 	 "sense_intronic"
"12943" 	 "ENSG00000260128" 	 "ULK4P2" 	 "ULK4P2" 	 "15" 	 30572738 	 30600647 	 5 	 "transcribed_unprocessed_pseudogene"
"12944" 	 "ENSG00000260285" 	 "" 	 "AL133367.1" 	 "14" 	 103525010 	 103529072 	 1 	 "antisense"
"12945" 	 "ENSG00000260571" 	 "BNIP3P5" 	 "BNIP3P5" 	 "15" 	 42313687 	 42314386 	 1 	 "processed_pseudogene"
"12946" 	 "ENSG00000260618" 	 "" 	 "AC025917.1" 	 "15" 	 52577842 	 52598709 	 2 	 "antisense"
"12947" 	 "ENSG00000260693" 	 "" 	 "AC026150.1" 	 "15" 	 30540093 	 30545969 	 1 	 "lincRNA"
"12948" 	 "ENSG00000260711" 	 "" 	 "AL121839.2" 	 "14" 	 91752856 	 91759798 	 1 	 "sense_intronic"
"12949" 	 "ENSG00000260806" 	 "" 	 "AL163051.1" 	 "14" 	 96500810 	 96502321 	 1 	 "antisense"
"12950" 	 "ENSG00000260916" 	 "CCPG1" 	 "CCPG1" 	 "15" 	 55340032 	 55408510 	 13 	 "protein_coding"
"12951" 	 "ENSG00000261002" 	 "" 	 "AC036103.1" 	 "15" 	 42208413 	 42226990 	 2 	 "antisense"
"12952" 	 "ENSG00000261064" 	 "LINC02256" 	 "LINC02256" 	 "15" 	 32536047 	 32587613 	 2 	 "lincRNA"
"12953" 	 "ENSG00000261069" 	 "" 	 "AC124312.3" 	 "15" 	 25087661 	 25088896 	 1 	 "lincRNA"
"12954" 	 "ENSG00000261136" 	 "" 	 "AC023908.3" 	 "15" 	 39782571 	 39785617 	 1 	 "antisense"
"12955" 	 "ENSG00000261377" 	 "PDCD6IPP2" 	 "PDCD6IPP2" 	 "15" 	 28789664 	 28859007 	 7 	 "transcribed_unprocessed_pseudogene"
"12956" 	 "ENSG00000261652" 	 "C15orf65" 	 "C15orf65" 	 "15" 	 55408548 	 55418764 	 2 	 "protein_coding"
"12957" 	 "ENSG00000261684" 	 "" 	 "AC018362.1" 	 "15" 	 42531867 	 42532840 	 1 	 "antisense"
"12958" 	 "ENSG00000261687" 	 "" 	 "AC068724.1" 	 "15" 	 43184079 	 43185141 	 1 	 "antisense"
"12959" 	 "ENSG00000261771" 	 "DNAAF4-CCPG1" 	 "DNAAF4-CCPG1" 	 "15" 	 55355248 	 55498360 	 2 	 "processed_transcript"
"12960" 	 "ENSG00000261794" 	 "GOLGA8H" 	 "GOLGA8H" 	 "15" 	 30604126 	 30614561 	 1 	 "protein_coding"
"12961" 	 "ENSG00000261822" 	 "" 	 "AC018362.2" 	 "15" 	 42567031 	 42569994 	 2 	 "antisense"
"12962" 	 "ENSG00000262728" 	 "" 	 "AC123768.3" 	 "15" 	 32586105 	 32615158 	 3 	 "antisense"
"12963" 	 "ENSG00000269930" 	 "" 	 "AC091057.2" 	 "15" 	 30616958 	 30617749 	 1 	 "lincRNA"
"12964" 	 "ENSG00000269958" 	 "" 	 "AL049840.4" 	 "14" 	 103696353 	 103697163 	 1 	 "sense_intronic"
"12965" 	 "ENSG00000270015" 	 "" 	 "AC087481.3" 	 "15" 	 30926514 	 30928407 	 1 	 "sense_intronic"
"12966" 	 "ENSG00000270016" 	 "" 	 "AC026150.3" 	 "15" 	 30607695 	 30608193 	 1 	 "antisense"
"12967" 	 "ENSG00000270055" 	 "" 	 "AC127502.2" 	 "15" 	 30487963 	 30490313 	 1 	 "sense_intronic"
"12968" 	 "ENSG00000270108" 	 "" 	 "AL049840.5" 	 "14" 	 103687576 	 103688127 	 1 	 "sense_intronic"
